x,y,z,joint_5,joint_6,T_bg_0,T_bg_1,T_bg_2,T_bg_3,T_bg_4,T_bg_5,T_bg_6,T_bg_7,T_bg_8,T_bg_9,T_bg_10,T_bg_11,T_bg_12,T_bg_13,T_bg_14,T_bg_15
0.27967243350158083,-0.20065432674321335,0.31034593966252083,-0.19634954084936207,-1.5707963267948966,-0.011397766610629715,-0.9872529291017744,-0.15875057447535845,0.2462726089386769,-0.9936904942536992,-0.0065321849448903525,0.11196665659777792,-0.17712392005229383,-0.11157639780046949,0.15902510663355163,-0.9809493987530952,0.10404591651068104,0.0,0.0,0.0,1.0
0.2796414441096983,-0.2007052927464378,0.3103220391752611,-0.19634954084936207,-0.7853981633974483,-0.7062720695609289,-0.6902044765116222,-0.15747236062700062,0.24652311700151255,-0.7071572508246803,0.6982765969341557,0.11107842625881502,-0.1773441667630939,0.03329243704210988,0.18980931161924675,-0.981256357359495,0.10395205214627093,0.0,0.0,0.0,1.0
0.2796358534417402,-0.20071459091455063,0.31026256352235565,-0.19634954084936207,0.0,-0.9873916607278,0.01143986979593605,-0.1578823539989467,0.24643129980751372,-0.0062957845657455125,0.9937579969474959,0.11137956095981989,-0.177290132689969,0.15817101953865767,0.11096924295476003,-0.981156336011825,0.10391361218303669,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,-0.19634954084936207,0.7853981633974483,-0.6900984206415085,0.7062669665215273,-0.15795930434316155,0.24641826900964386,0.6982200328522101,0.7071576499132798,0.11143089290221944,-0.17727494443202277,0.19040208914808232,-0.03339206746529984,-0.9811381219168066,0.10391744282578819,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,-0.19634954084936207,1.5707963267948966,0.011432888433686974,0.9873794342771615,-0.15795930434316155,0.24641826900964386,0.9937520896117145,0.006319849631531094,0.11143089290221944,-0.17727494443202277,0.11102285104614237,-0.15824636573124676,-0.9811381219168066,0.10391744282578819,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,0.0,-1.5707963267948966,-0.002456201468739841,-0.9999961711807209,0.0012746365142521925,0.27990707757924826,-0.9999939104504014,0.0024530319035368305,-0.002482276494383749,-0.20123225091416116,0.002479140266160769,-0.001280725723461225,-0.9999961067950024,0.09995138231008507,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,0.0,-0.7853981633974483,-0.7088409846639285,-0.7053679542279869,0.0007124667689666654,0.2797888465357778,-0.70536765764388,0.7088385854672427,-0.002080217004188744,-0.20114769297865928,0.0009622944758881234,-0.0019770940855389127,-0.9999975825412372,0.09995107194294295,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,0.0,0.0,-0.9999967307051052,0.002455803372521684,0.0007124667689666654,0.2797888465357778,0.0024543166009088698,0.999994824500226,-0.002080217004188744,-0.20114769297865928,-0.0007175716855295346,-0.002078461584327228,-0.9999975825412372,0.09995107194294295,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,0.0,0.7853981633974483,-0.7053679542279868,0.7088409846639286,0.0007124667689666654,0.2797888465357778,0.7088385854672428,0.70536765764388,-0.002080217004188744,-0.20114769297865928,-0.0019770940855389127,-0.0009622944758881232,-0.9999975825412372,0.09995107194294295,0.0,0.0,0.0,1.0
0.27963900622466287,-0.20071019838007434,0.31026256352235565,0.0,1.5707963267948966,0.002455816581178741,0.9999967121403326,0.0007380199486205308,0.27979422067609716,0.9999947864473848,-0.0024542631176260325,-0.0020984924585706775,-0.20115153652602125,-0.002096674263882012,0.0007431696134899082,-0.9999975258249175,0.09995108387106558,0.0,0.0,0.0,1.0
