x,y,z,joint_5,joint_6,T_bg_0,T_bg_1,T_bg_2,T_bg_3,T_bg_4,T_bg_5,T_bg_6,T_bg_7,T_bg_8,T_bg_9,T_bg_10,T_bg_11,T_bg_12,T_bg_13,T_bg_14,T_bg_15
0.27961716283212923,-0.2007277967989079,0.2703408043023516,-0.19634954084936207,-1.5707963267948966,-0.011477257161166828,-0.9873678833024392,-0.1580282746565226,0.24635487432574052,-0.9937722250016502,-0.006254643842138301,0.1112548616720978,-0.17737005019767282,-0.11083788785124907,0.15832101077642502,-0.9811469921288068,0.06401003843313491,0.0,0.0,0.0,1.0
0.27957032822853584,-0.20080066785745257,0.2703434517674941,-0.19634954084936207,-0.7853981633974483,-0.7063670344050518,-0.6899772769836102,-0.1580410388225001,0.2463315117238951,-0.7070487634285509,0.6983527202879523,0.11129027001752752,-0.17739434967410894,0.03358063191736243,0.1903544990608306,-0.9811409204835617,0.06398692884205104,0.0,0.0,0.0,1.0
0.27957533977778554,-0.20078429684399318,0.2702893838282069,-0.19634954084936207,0.0,-0.9873479756850828,0.011538186939444655,-0.15814817467400563,0.2463180347436143,-0.006222679705540073,0.9937615170995463,0.11135225812389334,-0.17736118914950247,0.15844637316092652,0.11092753208360095,-0.9811166237802671,0.06394878444773133,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,-0.19634954084936207,0.7853981633974483,-0.6900078265776332,0.7063072146230425,-0.1581749595639289,0.24631466439106028,0.6982810792439744,0.7071073171717739,0.11136775283719631,-0.17735289895553508,0.19050651860627113,-0.033605960387643484,-0.9811105471836201,0.06393924894439137,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,-0.19634954084936207,1.5707963267948966,0.011525407816099942,0.9873438343057712,-0.1581749595639289,0.24631466439106028,0.9937596653064634,0.006241092691112869,0.11136775283719631,-0.17735289895553508,0.11094544868834628,-0.15847145364512472,-0.9811105471836201,0.06393924894439137,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,0.0,-1.5707963267948966,-0.002505262127649105,-0.9999965931448992,0.0007330486114511858,0.27973492540644085,-0.9999943560662649,0.002503614136610408,-0.0022404802768947437,-0.2012460736782258,0.0022386373730366514,-0.0007386574645588081,-0.9999972214400707,0.05996715470816874,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,0.0,-0.7853981633974483,-0.7088758806381772,-0.7053330063283191,0.0005796837970042733,0.2797026709455849,-0.70533239911555,0.7088735190844659,-0.0021308915288477314,-0.20122302584944654,0.0010920656350630869,-0.0019194073723258185,-0.9999975616310209,0.05996708316192961,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,0.0,0.0,-0.9999967223665736,0.0025051702784524123,0.000528562187342421,0.2796919194576137,0.0025040581369064926,0.9999946716562826,-0.00209436192914817,-0.20121534323627452,-0.0005338061042386233,-0.0020930315141514696,-0.9999976671323407,0.05996706097373605,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,0.0,0.7853981633974483,-0.7053550898143852,0.7088539468007177,0.000528562187342421,0.2796919194576137,0.7088517103473805,0.7053544260764961,-0.00209436192914817,-0.20121534323627452,-0.0018574203978045174,-0.0011025966361155465,-0.9999976671323407,0.05996706097373605,0.0,0.0,0.0,1.0
0.2795807564868693,-0.2007748737902315,0.2702785703436729,0.0,1.5707963267948966,0.002505170278452532,0.9999967223665736,0.000528562187342421,0.2796919194576137,0.9999946716562828,-0.0025040581369066383,-0.00209436192914817,-0.20121534323627452,-0.0020930315141514696,0.0005338061042386238,-0.9999976671323407,0.05996706097373605,0.0,0.0,0.0,1.0
